seed,step_idx,timestep,activation,theta_tc_deg,theta_c_deg,d_tc,ClosestK,Delta_theta_act_in,Delta_theta_act_out,Delta_dist_act_in,Delta_dist_act_out,d_act_curr_in,d_act_curr_out,d_act_target_in,d_act_target_out,img_path_in,img_path_out
30600.0,0.0,99.0,1.63,-28.3,16.7,25.7,1.0,-111.0,-123.0,35.4,33.9,44.6,44.6,33.3,33.3,sae_analysis/out/env_imgs/seed30608_step0_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed30608_step0_timestep0_actionOutput.png
33500.0,0.0,80.0,1.59,-87.2,-42.2,32.5,4.0,14.1,19.7,48.5,46.7,59.1,58.8,43.8,42.0,sae_analysis/out/env_imgs/seed33539_step0_timestep19_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep19_actionOutput.png
33500.0,0.0,98.0,1.57,-87.2,-42.2,32.5,4.0,41.3,-19.7,26.6,24.7,52.5,52.5,36.4,36.0,sae_analysis/out/env_imgs/seed33539_step0_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep1_actionOutput.png
33500.0,8.0,90.0,1.47,-87.2,-42.2,32.5,4.0,291.0,-37.0,19.6,21.4,43.4,43.6,39.1,39.6,sae_analysis/out/env_imgs/seed33539_step8_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed33539_step8_timestep9_actionOutput.png
30600.0,0.0,94.0,1.46,-28.3,16.7,25.7,1.0,254.0,303.0,27.3,23.1,44.5,42.3,32.0,30.4,sae_analysis/out/env_imgs/seed30608_step0_timestep5_actionInput.png,sae_analysis/out/env_imgs/seed30608_step0_timestep5_actionOutput.png
33500.0,0.0,73.0,1.45,-87.2,-42.2,32.5,4.0,34.0,27.3,82.3,74.2,59.8,59.9,44.8,44.3,sae_analysis/out/env_imgs/seed33539_step0_timestep26_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep26_actionOutput.png
33500.0,0.0,99.0,1.44,-87.2,-42.2,32.5,4.0,-19.7,-48.7,24.7,25.4,52.5,52.3,36.0,36.0,sae_analysis/out/env_imgs/seed33539_step0_timestep0_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep0_actionOutput.png
30600.0,0.0,97.0,1.43,-28.3,16.7,25.7,1.0,-314.0,-71.7,31.3,34.1,43.6,44.1,32.2,32.9,sae_analysis/out/env_imgs/seed30608_step0_timestep2_actionInput.png,sae_analysis/out/env_imgs/seed30608_step0_timestep2_actionOutput.png
33500.0,0.0,90.0,1.42,-87.2,-42.2,32.5,4.0,86.4,133.0,33.5,28.1,57.2,57.1,38.0,37.9,sae_analysis/out/env_imgs/seed33539_step0_timestep9_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep9_actionOutput.png
33500.0,0.0,69.0,1.39,-87.2,-42.2,32.5,4.0,40.5,49.5,98.2,103.0,56.9,57.1,42.2,42.2,sae_analysis/out/env_imgs/seed33539_step0_timestep30_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep30_actionOutput.png
33500.0,8.0,82.0,1.38,-87.2,-42.2,32.5,4.0,208.0,204.0,13.3,11.7,45.5,41.3,38.2,36.2,sae_analysis/out/env_imgs/seed33539_step8_timestep17_actionInput.png,sae_analysis/out/env_imgs/seed33539_step8_timestep17_actionOutput.png
33500.0,0.0,87.0,1.37,-87.2,-42.2,32.5,4.0,125.0,99.3,32.1,34.4,59.0,58.8,40.9,40.1,sae_analysis/out/env_imgs/seed33539_step0_timestep12_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep12_actionOutput.png
33500.0,8.0,95.0,1.35,-87.2,-42.2,32.5,4.0,315.0,-275.0,17.9,17.0,39.3,38.8,35.8,35.9,sae_analysis/out/env_imgs/seed33539_step8_timestep4_actionInput.png,sae_analysis/out/env_imgs/seed33539_step8_timestep4_actionOutput.png
33500.0,0.0,88.0,1.34,-87.2,-42.2,32.5,4.0,99.3,100.0,34.4,32.2,58.8,56.6,40.1,37.8,sae_analysis/out/env_imgs/seed33539_step0_timestep11_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep11_actionOutput.png
33500.0,0.0,86.0,1.34,-87.2,-42.2,32.5,4.0,160.0,125.0,31.7,32.1,58.4,59.0,40.2,40.9,sae_analysis/out/env_imgs/seed33539_step0_timestep13_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep13_actionOutput.png
33500.0,0.0,76.0,1.34,-87.2,-42.2,32.5,4.0,16.7,10.1,40.5,47.9,60.6,60.0,42.7,42.1,sae_analysis/out/env_imgs/seed33539_step0_timestep23_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep23_actionOutput.png
33500.0,0.0,93.0,1.32,-87.2,-42.2,32.5,4.0,318.0,-13.5,16.0,17.0,54.9,54.5,36.6,36.2,sae_analysis/out/env_imgs/seed33539_step0_timestep6_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep6_actionOutput.png
33500.0,0.0,77.0,1.3,-87.2,-42.2,32.5,4.0,10.1,10.3,47.9,45.0,60.0,59.4,42.1,42.0,sae_analysis/out/env_imgs/seed33539_step0_timestep22_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep22_actionOutput.png
33500.0,8.0,98.0,1.27,-87.2,-42.2,32.5,4.0,-170.0,-191.0,19.1,20.9,37.2,37.7,35.2,35.7,sae_analysis/out/env_imgs/seed33539_step8_timestep1_actionInput.png,sae_analysis/out/env_imgs/seed33539_step8_timestep1_actionOutput.png
33500.0,0.0,62.0,1.26,-87.2,-42.2,32.5,4.0,22.0,10.9,89.8,86.7,49.0,47.9,35.5,34.8,sae_analysis/out/env_imgs/seed33539_step0_timestep37_actionInput.png,sae_analysis/out/env_imgs/seed33539_step0_timestep37_actionOutput.png
